date,adj_close,volume
2011-03-15,14.15561962127686,160063776
2011-03-16,13.84594440460205,151788060
2011-03-17,13.95182037353516,115856028
2011-03-18,13.94436454772949,131812056
2011-03-21,14.32810497283936,120715164
2011-03-22,14.34848308563232,75400524
2011-03-23,14.46877670288086,72575352
2011-03-24,14.58633422851562,83864052
2011-03-25,14.40863037109375,114221664
2011-03-28,14.29977226257324,88647264
2011-03-29,14.45808887481689,64127808
2011-03-30,14.46082305908203,56835108
2011-03-31,14.58310317993164,81094824
2011-04-01,14.70836448669434,104423472
2011-04-04,14.60596752166748,82097820
2011-04-05,14.14393997192383,241658100
2011-04-06,14.27044486999512,106625268
2011-04-07,14.41509246826172,101158740
2011-04-08,14.36935997009277,75995928
2011-04-11,14.34972763061523,74253672
2011-04-12,14.18171691894531,83340576
2011-04-13,14.32263851165771,82693224
2011-04-14,14.37806129455566,218033748
2011-04-15,13.18980979919434,561186252
2011-04-18,13.09387397766113,201390408
2011-04-19,12.96190071105957,107256636
2011-04-20,13.06628704071045,122277600
2011-04-21,13.05062866210938,98705196
2011-04-25,13.04938697814941,65166768
2011-04-26,13.24249935150146,139860000
2011-04-27,13.36527538299561,91844064
2011-04-28,13.37049579620361,79920000
2011-04-29,13.52284812927246,168970860
2011-05-02,13.38515758514404,85262652
2011-05-03,13.26909255981445,83176740
2011-05-04,13.31631374359131,84595320
2011-05-05,13.27853679656982,79832088
2011-05-06,13.30413722991943,82161756
2011-05-09,13.3632869720459,77870052
2011-05-10,13.48705959320068,81634284
2011-05-11,13.30786418914795,93458448
2011-05-12,13.29792308807373,57874068
2011-05-13,13.16122817993164,84263652
2011-05-16,12.88460636138916,118209672
2011-05-17,13.18384456634521,132011856
2011-05-18,13.16768932342529,78049872
2011-05-19,13.20347881317139,98649252
2011-05-20,13.02403545379639,92607300
2011-05-23,12.88386249542236,91908000
2011-05-24,12.88063049316406,75924000
2011-05-25,12.91567420959473,52011936
2011-05-26,12.87739944458008,84655260
2011-05-27,12.94624423980713,69762168
2011-05-31,13.14805507659912,107384508
2011-06-01,13.06305599212646,118117764
2011-06-02,13.12419700622559,88091820
2011-06-03,13.00042533874512,69870060
2011-06-06,12.95022106170654,77606316
2011-06-07,12.89976787567139,76227696
2011-06-08,12.90324687957764,66069864
2011-06-09,12.842604637146,67496436
2011-06-10,12.663161277771,97498404
2011-06-13,12.54436111450195,96994908
2011-06-14,12.6348295211792,93566340
2011-06-15,12.50012111663818,82849068
2011-06-16,12.43599891662598,110169720
2011-06-17,12.05449676513672,209606184
2011-06-20,12.04356098175049,121022856
2011-06-21,12.25282669067383,110505384
2011-06-22,12.10395431518555,96187716
2011-06-23,11.93520069122314,191875932
2011-06-24,11.80248165130615,152071776
2011-06-27,11.99932098388672,137650212
2011-06-28,12.2689847946167,108495396
2011-06-29,12.36640930175781,93626280
2011-06-30,12.58536911010742,97038864
2011-07-01,12.9494743347168,145322532
2011-07-05,13.23305511474609,153814032
2011-07-06,13.30562591552734,107716176
2011-07-07,13.58498287200928,157262580
2011-07-08,13.22186946868896,190617192
2011-07-11,13.10480976104736,113458428
2011-07-12,13.27207469940186,113534352
2011-07-13,13.3777027130127,111496392
2011-07-14,13.14606761932373,265714020
2011-07-15,14.85301113128662,548734716
2011-07-18,14.78640460968018,178553268
2011-07-19,14.97554016113281,118581300
2011-07-20,14.79659557342529,89022888
2011-07-21,15.08589172363281,138641220
2011-07-22,15.3652458190918,140986872
2011-07-25,15.38388633728027,125138736
2011-07-26,15.47186851501465,93622284
2011-07-27,15.09160804748535,157218624
2011-07-28,15.18406295776367,124211664
2011-07-29,15.00387382507324,165330504
2011-08-01,15.08042335510254,158485356
2011-08-02,14.72327709197998,127895976
2011-08-03,14.94124412536621,152874972
2011-08-04,14.35345363616943,196387416
2011-08-05,14.39123249053955,236926836
2011-08-08,13.57056617736816,299564136
2011-08-09,14.25130653381348,258529212
2011-08-10,13.64487934112549,214569216
2011-08-11,13.9709587097168,193030776
2011-08-12,14.01171875,126045828
2011-08-15,13.84917736053467,285510204
2011-08-16,13.39609432220459,277298424
2011-08-17,13.25069999694824,163000836
2011-08-18,12.54808902740479,251376372
2011-08-19,12.20113182067871,216183600
2011-08-22,12.38132095336914,196039764
2011-08-23,12.8945484161377,173698128
2011-08-24,13.00564289093018,143636220
2011-08-25,12.92487049102783,131588280
2011-08-26,13.09437274932861,143708148
2011-08-29,13.39808177947998,93338568
