date,adj_close,volume
2011-03-15,1.529999971389771,19782000
2011-03-16,1.521332979202271,17545500
2011-03-17,1.52066695690155,13839000
2011-03-18,1.530666947364807,10318500
2011-03-21,1.51533305644989,6175500
2011-03-22,1.47933304309845,8743500
2011-03-23,1.480666995048523,6342000
2011-03-24,1.488667011260986,6933000
2011-03-25,1.516667008399963,8520000
2011-03-28,1.549999952316284,15871500
2011-03-29,1.594666957855225,11331000
2011-03-30,1.580667018890381,18349500
2011-03-31,1.850000023841858,172767000
2011-04-01,1.77733302116394,42972000
2011-04-04,1.722000002861023,39139500
2011-04-05,1.779999971389771,47713500
2011-04-06,1.766000032424927,19324500
2011-04-07,1.815999984741211,42154500
2011-04-08,1.766000032424927,29196000
2011-04-11,1.684666991233826,20541000
2011-04-12,1.643332958221436,20361000
2011-04-13,1.661999940872192,18172500
2011-04-14,1.675999999046326,14751000
2011-04-15,1.70533299446106,14152500
2011-04-18,1.668666958808899,15508500
2011-04-19,1.677332997322083,8230500
2011-04-20,1.716667056083679,12558000
2011-04-21,1.78266704082489,20791500
2011-04-25,1.75933301448822,12013500
2011-04-26,1.795333027839661,21000000
2011-04-27,1.805333018302917,14953500
2011-04-28,1.843999981880188,24000000
2011-04-29,1.840000033378601,10890000
2011-05-02,1.830000042915344,11769000
2011-05-03,1.791332960128784,13708500
2011-05-04,1.779332995414734,15667500
2011-05-05,1.762666940689087,18277500
2011-05-06,1.807999968528748,14725500
2011-05-09,1.860666990280151,13746000
2011-05-10,1.888666987419128,23029500
2011-05-11,1.804666996002197,14437500
2011-05-12,1.844666957855225,9420000
2011-05-13,1.836666941642761,9922500
2011-05-16,1.773332953453064,11335500
2011-05-17,1.730666995048523,18513000
2011-05-18,1.756667017936707,10942500
2011-05-19,1.879999995231628,39826500
2011-05-20,1.864667057991028,12637500
2011-05-23,1.787999987602234,12954000
2011-05-24,1.781332969665527,9205500
2011-05-25,1.932000041007996,70396500
2011-05-26,1.965332984924316,50053500
2011-05-27,1.970000028610229,25306500
2011-05-31,2.009332895278931,49357500
2011-06-01,1.901332974433899,22948500
2011-06-02,1.917333006858826,14794500
2011-06-03,2.0086669921875,93138000
2011-06-06,1.913333058357239,34966500
2011-06-07,1.891332983970642,18331500
2011-06-08,1.807999968528748,25438500
2011-06-09,1.841333031654358,24048000
2011-06-10,1.857332944869995,23499000
2011-06-13,1.895333051681519,25701000
2011-06-14,1.906666994094849,23601000
2011-06-15,1.821333050727844,20175000
2011-06-16,1.766667008399963,27633000
2011-06-17,1.766667008399963,25710000
2011-06-20,1.733999967575073,23067000
2011-06-21,1.835332989692688,22440000
2011-06-22,1.814000010490417,22134000
2011-06-23,1.847332954406738,17550000
2011-06-24,1.838000059127808,54127500
2011-06-27,1.830667018890381,27141000
2011-06-28,1.873999953269958,13338000
2011-06-29,1.886000037193298,21927000
2011-06-30,1.942000031471252,14200500
2011-07-01,1.934666991233826,12823500
2011-07-05,1.942667007446289,14940000
2011-07-06,1.930667042732239,13903500
2011-07-07,1.98199999332428,19918500
2011-07-08,1.920667052268982,18609000
2011-07-11,1.889999985694885,14637000
2011-07-12,1.878000020980835,15681000
2011-07-13,1.909332990646362,15990000
2011-07-14,1.840667009353638,17385000
2011-07-15,1.838667035102844,10635000
2011-07-18,1.815333008766174,12778500
2011-07-19,1.859333038330078,15391500
2011-07-20,1.912667036056519,45724500
2011-07-21,1.913333058357239,15172500
2011-07-22,1.952666997909546,8752500
2011-07-25,1.899333000183105,10099500
2011-07-26,1.866667032241821,11409000
2011-07-27,1.842666983604431,14377500
2011-07-28,1.878000020980835,14080500
2011-07-29,1.878000020980835,14223000
2011-08-01,1.917999982833862,17473500
2011-08-02,1.822667002677917,23241000
2011-08-03,1.813333034515381,26917500
2011-08-04,1.649999976158142,45967500
2011-08-05,1.616000056266785,29466000
2011-08-08,1.575999975204468,39127500
2011-08-09,1.670667052268982,20001000
2011-08-10,1.588000059127808,23463000
2011-08-11,1.686666965484619,12547500
2011-08-12,1.753999948501587,15136500
2011-08-15,1.748667001724243,11079000
2011-08-16,1.740000009536743,8065500
2011-08-17,1.722000002861023,9655500
2011-08-18,1.617333054542542,15849000
2011-08-19,1.486667037010193,20629500
2011-08-22,1.463333010673523,14791500
2011-08-23,1.530666947364807,13035000
2011-08-24,1.591333031654358,10264500
2011-08-25,1.540667057037354,10197000
2011-08-26,1.582000017166138,11427000
2011-08-29,1.647333025932312,12051000
2011-08-30,1.641999959945679,5493000
2011-08-31,1.649333000183105,12357000
2011-09-01,1.600000023841858,12721500
2011-09-02,1.537999987602234,11548500
2011-09-06,1.529332995414734,12147000
2011-09-07,1.589333057403564,6888000
2011-09-08,1.574000000953674,7585500
2011-09-09,1.531332969665527,10039500
2011-09-12,1.525333046913147,8499000
2011-09-13,1.605332970619202,10897500
2011-09-14,1.622666954994202,12462000
2011-09-15,1.654667019844055,8439000
2011-09-16,1.720000028610229,21256500
2011-09-19,1.718000054359436,17361000
2011-09-20,1.733999967575073,17706000
2011-09-21,1.72333300113678,14814000
2011-09-22,1.708667039871216,11637000
2011-09-23,1.7586669921875,17346000
2011-09-26,1.701333045959473,14022000
2011-09-27,1.746000051498413,10117500
2011-09-28,1.639333009719849,10849500
2011-09-29,1.608000040054321,13944000
2011-09-30,1.626000046730042,20041500
2011-10-03,1.582000017166138,15348000
2011-10-04,1.577332973480225,18004500
2011-10-05,1.691333055496216,18442500
2011-10-06,1.797333002090454,26536500
2011-10-07,1.799332976341248,19674000
2011-10-10,1.858667016029358,13852500
2011-10-11,1.840667009353638,8635500
2011-10-12,1.853332996368408,16851000
2011-10-13,1.862666964530945,15652500
2011-10-14,1.870000004768372,21007500
2011-10-17,1.827999949455261,11317500
2011-10-18,1.889333009719849,14995500
2011-10-19,1.838000059127808,11893500
2011-10-20,1.822667002677917,14995500
2011-10-21,1.868667006492615,17139000
2011-10-24,1.903332948684692,14109000
2011-10-25,1.883332967758179,9816000
2011-10-26,1.865332961082458,7657500
2011-10-27,1.917333006858826,13041000
2011-10-28,1.9913330078125,18960000
2011-10-31,1.95799994468689,17010000
2011-11-01,1.925333023071289,9528000
2011-11-02,1.914000034332275,13129500
2011-11-03,2.164000034332275,37645500
2011-11-04,2.154000043869019,45493500
2011-11-07,2.084666967391968,18994500
2011-11-08,2.122667074203491,17518500
2011-11-09,2.058666944503784,14305500
2011-11-10,2.088666915893555,11209500
2011-11-11,2.242666959762573,58024500
2011-11-14,2.214667081832886,19885500
2011-11-15,2.26200008392334,13365000
2011-11-16,2.329333066940308,27498000
2011-11-17,2.245332956314087,20239500
2011-11-18,2.173332929611206,13542000
2011-11-21,2.117332935333252,15474000
2011-11-22,2.138000011444092,10989000
2011-11-23,2.096667051315308,6777000
2011-11-25,2.110666990280151,3594000
2011-11-28,2.170666933059692,10218000
2011-11-29,2.116667032241821,8866500
2011-11-30,2.182667016983032,11404500
2011-12-01,2.173332929611206,15453000
2011-12-02,2.220000028610229,12042000
2011-12-05,2.29466700553894,17401500
2011-12-06,2.324666976928711,14277000
2011-12-07,2.279333114624023,10114500
2011-12-08,2.059333086013794,49587000
2011-12-09,2.069333076477051,18592500
2011-12-12,2.02733302116394,11380500
2011-12-13,1.963333010673523,14911500
2011-12-14,1.901999950408936,17458500
2011-12-15,1.907999992370605,10504500
2011-12-16,1.866667032241821,15445500
2011-12-19,1.850000023841858,14805000
2011-12-20,1.860000014305115,12649500
2011-12-21,1.838000059127808,25582500
2011-12-22,1.851333022117615,15141000
2011-12-23,1.860000014305115,8871000
2011-12-27,1.904667019844055,11662500
2011-12-28,1.900666952133179,8628000
2011-12-29,1.915333032608032,7323000
2011-12-30,1.904000043869019,5097000
2012-01-03,1.871999979019165,13921500
2012-01-04,1.847332954406738,9451500
2012-01-05,1.807999968528748,15082500
2012-01-06,1.794000029563904,14794500
2012-01-09,1.816666960716248,13455000
2012-01-10,1.841333031654358,10077000
2012-01-11,1.881999969482422,10084500
2012-01-12,1.883332967758179,10939500
2012-01-13,1.519333004951477,82506000
2012-01-17,1.773332953453064,69774000
2012-01-18,1.787333011627197,18903000
2012-01-19,1.784000039100647,18694500
2012-01-20,1.773332953453064,9934500
2012-01-23,1.784667015075684,8919000
2012-01-24,1.827999949455261,12870000
2012-01-25,1.864667057991028,9168000
2012-01-26,1.929332971572876,19066500
2012-01-27,1.95533299446106,11226000
2012-01-30,1.971333026885986,10935000
2012-01-31,1.937999963760376,14346000
2012-02-01,1.972000002861023,7848000
2012-02-02,2.016666889190674,12085500
2012-02-03,2.076667070388794,11467500
2012-02-06,2.119999885559082,9781500
2012-02-07,2.106667041778564,15324000
2012-02-08,2.128667116165161,9355500
2012-02-09,2.171999931335449,19156500
2012-02-10,2.073333024978638,28113000
2012-02-13,2.099333047866821,17368500
2012-02-14,2.211333036422729,27162000
2012-02-15,2.240000009536743,41427000
2012-02-16,2.278666973114014,33295500
2012-02-17,2.331332921981812,20650500
2012-02-21,2.299999952316284,17037000
2012-02-22,2.281332969665527,24819000
2012-02-23,2.302000045776367,12306000
2012-02-24,2.25,14398500
2012-02-27,2.2413330078125,9090000
2012-02-28,2.253999948501587,9183000
2012-02-29,2.227333068847656,8035500
2012-03-01,2.293999910354614,10552500
2012-03-02,2.269332885742188,8250000
2012-03-05,2.251332998275757,7005000
2012-03-06,2.207333087921143,8607000
2012-03-07,2.20799994468689,5473500
2012-03-08,2.204667091369629,9499500
2012-03-09,2.315999984741211,23301000
2012-03-12,2.400666952133179,29449500
2012-03-13,2.405999898910522,15024000
2012-03-14,2.352667093276978,12772500
2012-03-15,2.333333015441895,8574000
2012-03-16,2.354666948318481,10939500
2012-03-19,2.332000017166138,15234000
2012-03-20,2.330667018890381,8505000
2012-03-21,2.343333005905151,9108000
2012-03-22,2.293333053588867,7836000
2012-03-23,2.272000074386597,17559000
2012-03-26,2.493333101272583,47107500
2012-03-27,2.529333114624023,38088000
2012-03-28,2.523333072662354,14325000
2012-03-29,2.488667011260986,11946000
2012-03-30,2.482666969299316,13296000
2012-04-02,2.438667058944702,15429000
2012-04-03,2.533999919891357,16471500
2012-04-04,2.333333015441895,67227000
2012-04-05,2.298666954040527,22641000
2012-04-09,2.210000038146973,24835500
2012-04-10,2.164000034332275,27715500
2012-04-11,2.206000089645386,16582500
2012-04-12,2.22933292388916,15508500
2012-04-13,2.239332914352417,9744000
2012-04-16,2.150000095367432,16494000
2012-04-17,2.149333000183105,16732500
2012-04-18,2.177333116531372,12346500
2012-04-19,2.21066689491272,11623500
2012-04-20,2.21066689491272,12327000
2012-04-23,2.129333019256592,13362000
2012-04-24,2.121332883834839,10117500
2012-04-25,2.194000005722046,10683000
2012-04-26,2.232666969299316,6379500
2012-04-27,2.22266697883606,8865000
2012-04-30,2.208667039871216,6208500
2012-05-01,2.252000093460083,9885000
2012-05-02,2.262666940689087,7459500
2012-05-03,2.164000034332275,12619500
2012-05-04,2.121999979019165,18712500
2012-05-07,2.164666891098022,17370000
2012-05-08,2.012666940689087,46458000
2012-05-09,2.003999948501587,29218500
2012-05-10,2.197333097457886,83344500
2012-05-11,2.150000095367432,18319500
2012-05-14,2.003999948501587,20713500
2012-05-15,1.962000012397766,23785500
2012-05-16,1.945333003997803,18856500
2012-05-17,1.904667019844055,17235000
2012-05-18,1.837332963943481,24247500
2012-05-21,1.917999982833862,22128000
2012-05-22,2.053333044052124,35493000
2012-05-23,2.068000078201294,18306000
2012-05-24,2.018666982650757,16134000
2012-05-25,1.987333059310913,11355000
2012-05-29,2.112667083740234,24750000
2012-05-30,2.02733302116394,19608000
2012-05-31,1.966667056083679,16780500
2012-06-01,1.876667022705078,13287000
2012-06-04,1.858667016029358,15463500
2012-06-05,1.860666990280151,9463500
2012-06-06,1.947999954223633,13648500
2012-06-07,1.928666949272156,7381500
2012-06-08,2.005332946777344,13216500
2012-06-11,1.941333055496216,9540000
2012-06-12,1.977332949638367,8535000
2012-06-13,1.98466694355011,12661500
2012-06-14,1.959332942962646,13083000
2012-06-15,1.99399995803833,9702000
2012-06-18,2.122667074203491,18852000
2012-06-19,2.139333009719849,13666500
2012-06-20,2.252000093460083,51336000
2012-06-21,2.145999908447266,28378500
2012-06-22,2.25266695022583,45699000
2012-06-25,2.207333087921143,22477500
2012-06-26,2.107332944869995,39208500
2012-06-27,2.130666971206665,15708000
2012-06-28,2.094000101089478,13711500
2012-06-29,2.085999965667725,16887000
2012-07-02,2.02666711807251,19734000
2012-07-03,2.043999910354614,14205000
2012-07-05,2.082000017166138,18807000
2012-07-06,2.065999984741211,11767500
2012-07-09,2.099333047866821,13657500
2012-07-10,2.084666967391968,11376000
2012-07-11,2.100666999816895,9579000
2012-07-12,2.180000066757202,16885500
2012-07-13,2.28333306312561,19572000
2012-07-16,2.397332906723022,26160000
2012-07-17,2.22333288192749,38539500
2012-07-18,2.143332958221436,43228500
2012-07-19,2.151333093643188,21538500
2012-07-20,2.119333028793335,23527500
2012-07-23,2.043999910354614,20802000
2012-07-24,1.989333033561707,22504500
2012-07-25,1.929999947547913,42633000
2012-07-26,1.875332951545715,33934500
2012-07-27,1.96733295917511,25095000
2012-07-30,1.823333024978638,30978000
2012-07-31,1.827999949455261,23626500
2012-08-01,1.75,23884500
2012-08-02,1.740000009536743,19576500
2012-08-03,1.817999958992004,18142500
2012-08-06,1.884667038917542,22923000
2012-08-07,2.016666889190674,35808000
2012-08-08,1.939332962036133,19633500
2012-08-09,1.960667014122009,10089000
2012-08-10,1.996000051498413,10611000
2012-08-13,2.078000068664551,13051500
2012-08-14,1.961333036422729,11901000
2012-08-15,1.960000038146973,7881000
2012-08-16,2.019999980926514,10035000
